name,type,start_time,duration,data,error
Prototype,data,12.1568422,0.0009895,3,
Prototype,data,12.1578835,0.0009895,",",
Prototype,data,12.1589248,0.0009895,1,
Prototype,data,12.1599661,0.0009895,1,
Prototype,data,12.1610074,0.0009895,4,
Prototype,data,12.1620487,0.0009895,"
",
Prototype,data,12.16309,0.0009895,1,
Prototype,data,12.1641314,0.0009895,1,
Prototype,data,12.1651727,0.0009895,1,
Prototype,data,12.166214,0.0009895,",",
Prototype,data,12.1672553,0.0009895,1,
Prototype,data,12.1682966,0.0009895,1,
Prototype,data,12.1693379,0.0009895,5,
Prototype,data,12.1703792,0.0009895,"
",
Prototype,data,12.1714206,0.0009895,1,
Prototype,data,12.1724619,0.0009895,1,
Prototype,data,12.1735032,0.0009895,3,
Capnostat,data,12.1738285,0.0009895,3,
Prototype,data,12.1745445,0.0009895,",",
Capnostat,data,12.1749742,0.0009895,0,
Prototype,data,12.1755858,0.0009895,1,
Prototype,data,12.1766271,0.0009895,1,
Prototype,data,12.1776684,0.0009895,4,
Prototype,data,12.1787098,0.0009895,"
",
Prototype,data,12.1797511,0.0009895,1,
Prototype,data,12.1807924,0.0009895,1,
Prototype,data,12.1818337,0.0009895,0,
Prototype,data,12.182875,0.0009895,",",
Prototype,data,12.1839163,0.0009895,1,
Prototype,data,12.1849576,0.0009895,1,
Prototype,data,12.185999,0.0009895,4,
Prototype,data,12.1870403,0.0009895,"
",
Prototype,data,12.1880816,0.0009895,1,
Prototype,data,12.1891229,0.0009895,1,
Prototype,data,12.1901642,0.0009895,3,
Prototype,data,12.1912055,0.0009895,",",
Prototype,data,12.1922468,0.0009895,1,
Prototype,data,12.1932882,0.0009895,1,
Prototype,data,12.1943295,0.0009895,5,
Prototype,data,12.1953708,0.0009895,"
",
Prototype,data,12.1964121,0.0009895,1,
Capnostat,data,12.1966648,0.0009895,3,
Prototype,data,12.1974534,0.0009895,1,
Capnostat,data,12.1978105,0.0009895,0,
Prototype,data,12.1984947,0.0009895,2,
Prototype,data,12.199536,0.0009895,",",
Prototype,data,12.2005774,0.0009895,1,
Prototype,data,12.2016187,0.0009895,1,
Prototype,data,12.20266,0.0009895,5,
Prototype,data,12.2037013,0.0009895,"
",
Prototype,data,12.2047426,0.0009895,1,
Prototype,data,12.2057839,0.0009895,1,
Prototype,data,12.2068253,0.0009895,3,
Prototype,data,12.2078666,0.0009895,",",
Capnostat,data,12.2082197,0.0009895,3,
Prototype,data,12.2089079,0.0009895,1,
Capnostat,data,12.2093654,0.0009895,0,
Prototype,data,12.2099492,0.0009895,1,
Prototype,data,12.2109905,0.0009895,4,
Prototype,data,12.2120318,0.0009895,"
",
Prototype,data,12.2130731,0.0009895,1,
Prototype,data,12.2141145,0.0009895,1,
Prototype,data,12.2151558,0.0009895,1,
Prototype,data,12.2161971,0.0009895,",",
Prototype,data,12.2172384,0.0009895,1,
Prototype,data,12.2182797,0.0009895,1,
Prototype,data,12.219321,0.0009895,4,
Prototype,data,12.2203623,0.0009895,"
",
Prototype,data,12.2214036,0.0009895,1,
Prototype,data,12.222445,0.0009895,1,
Prototype,data,12.2234863,0.0009895,3,
Prototype,data,12.2245276,0.0009895,",",
Prototype,data,12.2255689,0.0009895,1,
Prototype,data,12.2266102,0.0009895,1,
Prototype,data,12.2276515,0.0009895,4,
Prototype,data,12.2286928,0.0009895,"
",
Prototype,data,12.2297342,0.0009895,1,
Prototype,data,12.2307755,0.0009895,1,
Capnostat,data,12.2310756,0.0009895,3,
Prototype,data,12.2318168,0.0009895,1,
Capnostat,data,12.2322213,0.0009895,0,
Prototype,data,12.2328581,0.0009895,",",
Prototype,data,12.2338994,0.0009895,1,
Prototype,data,12.2349407,0.0009895,1,
Prototype,data,12.235982,0.0009895,4,
Prototype,data,12.2370234,0.0009895,"
",
Prototype,data,12.2380647,0.0009895,1,
Prototype,data,12.239106,0.0009895,1,
Prototype,data,12.2401473,0.0009895,3,
Prototype,data,12.2411886,0.0009895,",",
Prototype,data,12.2422299,0.0009895,1,
Prototype,data,12.2432712,0.0009895,1,
Prototype,data,12.2443126,0.0009895,3,
Prototype,data,12.2453539,0.0009895,"
",
Prototype,data,12.2463952,0.0009895,1,
Prototype,data,12.2474365,0.0009895,1,
Prototype,data,12.2484778,0.0009895,0,
Prototype,data,12.2495191,0.0009895,",",
Prototype,data,12.2505605,0.0009895,1,
Prototype,data,12.2516018,0.0009895,1,
Prototype,data,12.2526431,0.0009895,4,
Prototype,data,12.2536844,0.0009895,"
",
Capnostat,data,12.2540161,0.0009895,3,
Prototype,data,12.2547257,0.0009895,1,
Capnostat,data,12.2551618,0.0009895,0,
Prototype,data,12.255767,0.0009895,1,
Prototype,data,12.2568083,0.0009895,3,
Prototype,data,12.2578497,0.0009895,",",
Prototype,data,12.258891,0.0009895,1,
Prototype,data,12.2599323,0.0009895,1,
Prototype,data,12.2609736,0.0009895,4,
Prototype,data,12.2620149,0.0009895,"
",
Prototype,data,12.2630562,0.0009895,1,
Prototype,data,12.2640975,0.0009895,1,
Prototype,data,12.2651389,0.0009895,0,
Prototype,data,12.2661802,0.0009895,",",
Prototype,data,12.2672215,0.0009895,1,
Prototype,data,12.2682628,0.0009895,1,
Prototype,data,12.2693041,0.0009895,3,
Prototype,data,12.2703454,0.0009895,"
",
Prototype,data,12.2713867,0.0009895,1,
Prototype,data,12.2724281,0.0009895,1,
Prototype,data,12.2734694,0.0009895,2,
Prototype,data,12.2745107,0.0009895,",",
Prototype,data,12.275552,0.0009895,1,
Prototype,data,12.2765933,0.0009895,1,
Capnostat,data,12.2769696,0.0009895,3,
Prototype,data,12.2776346,0.0009895,3,
Capnostat,data,12.2781153,0.0009895,0,
Prototype,data,12.2786759,0.0009895,"
",
Prototype,data,12.2797173,0.0009895,1,
Prototype,data,12.2807586,0.0009895,1,
Prototype,data,12.2817999,0.0009895,0,
Prototype,data,12.2828412,0.0009895,",",
Prototype,data,12.2838825,0.0009895,1,
Prototype,data,12.2849238,0.0009895,1,
Prototype,data,12.2859651,0.0009895,4,
Prototype,data,12.2870065,0.0009895,"
",
Prototype,data,12.2880478,0.0009895,1,
Prototype,data,12.2890891,0.0009895,1,
Prototype,data,12.2901304,0.0009895,3,
Prototype,data,12.2911717,0.0009895,",",
Prototype,data,12.292213,0.0009895,1,
Prototype,data,12.2932543,0.0009895,1,
Prototype,data,12.2942957,0.0009895,4,
Prototype,data,12.295337,0.0009895,"
",
Prototype,data,12.2963783,0.0009895,1,
Prototype,data,12.2974196,0.0009895,1,
Prototype,data,12.2984609,0.0009895,0,
Prototype,data,12.2995022,0.0009895,",",
Capnostat,data,12.2999882,0.0009895,3,
Prototype,data,12.3005435,0.0009895,1,
Capnostat,data,12.3011339,0.0009895,0,
Prototype,data,12.3015849,0.0009895,1,
Prototype,data,12.3026262,0.0009895,3,
Prototype,data,12.3036675,0.0009895,"
",
Prototype,data,12.3047088,0.0009895,1,
Prototype,data,12.3057501,0.0009895,1,
Prototype,data,12.3067914,0.0009895,3,
Prototype,data,12.3078327,0.0009895,",",
Prototype,data,12.3088741,0.0009895,1,
Prototype,data,12.3099154,0.0009895,1,
Prototype,data,12.3109567,0.0009895,4,
Prototype,data,12.311998,0.0009895,"
",
Prototype,data,12.3130393,0.0009895,1,
Prototype,data,12.3140806,0.0009895,1,
Prototype,data,12.3151219,0.0009895,0,
Prototype,data,12.3161633,0.0009895,",",
Prototype,data,12.3172046,0.0009895,1,
Prototype,data,12.3182459,0.0009895,1,
Prototype,data,12.3192872,0.0009895,4,
Prototype,data,12.3203285,0.0009895,"
",
Prototype,data,12.3213698,0.0009895,1,
Prototype,data,12.3224111,0.0009895,1,
Capnostat,data,12.3228506,0.0009895,3,
Prototype,data,12.3234525,0.0009895,2,
Capnostat,data,12.3239963,0.0009895,0,
Prototype,data,12.3244938,0.0009895,",",
Prototype,data,12.3255351,0.0009895,1,
Prototype,data,12.3265764,0.0009895,1,
Prototype,data,12.3276177,0.0009895,4,
Prototype,data,12.328659,0.0009895,"
",
Prototype,data,12.3297003,0.0009895,1,
Prototype,data,12.3307417,0.0009895,0,
Prototype,data,12.331783,0.0009895,9,
Prototype,data,12.3328243,0.0009895,",",
Prototype,data,12.3338656,0.0009895,1,
Capnostat,data,12.334464,0.0009895,3,
Prototype,data,12.3349069,0.0009895,1,
Capnostat,data,12.3356098,0.0009895,0,
Prototype,data,12.3359482,0.0009895,3,
Prototype,data,12.3369896,0.0009895,"
",
Prototype,data,12.3380309,0.0009895,1,
Prototype,data,12.3390722,0.0009895,1,
Prototype,data,12.3401135,0.0009895,2,
Prototype,data,12.3411548,0.0009895,",",
Prototype,data,12.3421961,0.0009895,1,
Prototype,data,12.3432374,0.0009895,1,
Prototype,data,12.3442788,0.0009895,4,
Prototype,data,12.3453201,0.0009895,"
",
Prototype,data,12.3463614,0.0009895,1,
Prototype,data,12.3474027,0.0009895,1,
Prototype,data,12.348444,0.0009895,0,
Prototype,data,12.3494853,0.0009895,",",
Prototype,data,12.3505266,0.0009895,1,
Prototype,data,12.351568,0.0009895,1,
Prototype,data,12.3526093,0.0009895,3,
Prototype,data,12.3536506,0.0009895,"
",
Prototype,data,12.3546919,0.0009895,1,
Prototype,data,12.3557332,0.0009895,1,
Prototype,data,12.3567745,0.0009895,2,
Capnostat,data,12.3574305,0.0009895,-2,
Prototype,data,12.3578158,0.0009895,",",
Capnostat,data,12.3585763,0.0009895,75,
Prototype,data,12.3588572,0.0009895,1,
Capnostat,data,12.359722,0.0009895,4,
Prototype,data,12.3598985,0.0009895,1,
Capnostat,data,12.3608677,0.0009895,0,
Prototype,data,12.3609398,0.0009895,4,
Prototype,data,12.3619811,0.0009895,"
",
Capnostat,data,12.3620135,0.0009895,0,
Prototype,data,12.3630224,0.0009895,1,
Capnostat,data,12.3631592,0.0009895,0,
Prototype,data,12.3640637,0.0009895,1,
Capnostat,data,12.3643049,0.0009895,3,
Prototype,data,12.365105,0.0009895,0,
Capnostat,data,12.3654506,0.0009895,0,
Prototype,data,12.3661464,0.0009895,",",
Prototype,data,12.3671877,0.0009895,1,
Prototype,data,12.368229,0.0009895,1,
Prototype,data,12.3692703,0.0009895,3,
Prototype,data,12.3703116,0.0009895,"
",
Prototype,data,12.3713529,0.0009895,1,
Prototype,data,12.3723942,0.0009895,1,
Prototype,data,12.3734356,0.0009895,2,
Prototype,data,12.3744769,0.0009895,",",
Prototype,data,12.3755182,0.0009895,1,
Prototype,data,12.3765595,0.0009895,1,
Prototype,data,12.3776008,0.0009895,4,
Prototype,data,12.3786421,0.0009895,"
",
Prototype,data,12.3796834,0.0009895,1,
Capnostat,data,12.3802213,0.0009895,3,
Prototype,data,12.3807248,0.0009895,1,
Capnostat,data,12.3813671,0.0009895,0,
Prototype,data,12.3817661,0.0009895,0,
Prototype,data,12.3828074,0.0009895,",",
Prototype,data,12.3838487,0.0009895,1,
Prototype,data,12.38489,0.0009895,1,
Prototype,data,12.3859313,0.0009895,3,
Prototype,data,12.3869726,0.0009895,"
",
Prototype,data,12.388014,0.0009895,1,
Prototype,data,12.3890553,0.0009895,1,
Prototype,data,12.3900966,0.0009895,2,
Prototype,data,12.3911379,0.0009895,",",
Prototype,data,12.3921792,0.0009895,1,
Prototype,data,12.3932205,0.0009895,1,
Prototype,data,12.3942618,0.0009895,4,
Prototype,data,12.3953032,0.0009895,"
",
Prototype,data,12.3963445,0.0009895,1,
Prototype,data,12.3973858,0.0009895,0,
Prototype,data,12.3984271,0.0009895,9,
Prototype,data,12.3994684,0.0009895,",",
Prototype,data,12.4005097,0.0009895,1,
Prototype,data,12.401551,0.0009895,1,
Prototype,data,12.4025924,0.0009895,3,
Capnostat,data,12.4031553,0.0009895,3,
Prototype,data,12.4036337,0.0009895,"
",
Capnostat,data,12.404301,0.0009895,0,
Prototype,data,12.404675,0.0009895,1,
Prototype,data,12.4057163,0.0009895,1,
Prototype,data,12.4067576,0.0009895,2,
Prototype,data,12.4077989,0.0009895,",",
Prototype,data,12.4088403,0.0009895,1,
Prototype,data,12.4098816,0.0009895,1,
Prototype,data,12.4109229,0.0009895,3,
Prototype,data,12.4119642,0.0009895,"
",
Prototype,data,12.4130055,0.0009895,1,
Prototype,data,12.4140468,0.0009895,1,
Prototype,data,12.4150881,0.0009895,0,
Prototype,data,12.4161295,0.0009895,",",
Prototype,data,12.4171708,0.0009895,1,
Prototype,data,12.4182121,0.0009895,1,
Prototype,data,12.4192534,0.0009895,4,
Prototype,data,12.4202947,0.0009895,"
",
Prototype,data,12.421336,0.0009895,1,
Prototype,data,12.4223773,0.0009895,1,
Prototype,data,12.4234187,0.0009895,2,
Prototype,data,12.42446,0.0009895,",",
Prototype,data,12.4255013,0.0009895,1,
Capnostat,data,12.426187,0.0009895,3,
Prototype,data,12.4265426,0.0009895,1,
Capnostat,data,12.4273327,0.0009895,0,
Prototype,data,12.4275839,0.0009895,3,
Prototype,data,12.4286253,0.0009895,"
",
Prototype,data,12.4296666,0.0009895,1,
Prototype,data,12.4307079,0.0009895,1,
Prototype,data,12.4317492,0.0009895,0,
Prototype,data,12.4327905,0.0009895,",",
Prototype,data,12.4338318,0.0009895,1,
Prototype,data,12.4348732,0.0009895,1,
Prototype,data,12.4359145,0.0009895,4,
Prototype,data,12.4369558,0.0009895,"
",
Capnostat,data,12.4375921,0.0009895,3,
Prototype,data,12.4379971,0.0009895,1,
Capnostat,data,12.4387379,0.0009895,0,
Prototype,data,12.4390384,0.0009895,1,
Prototype,data,12.4400797,0.0009895,3,
Prototype,data,12.4411211,0.0009895,",",
Prototype,data,12.4421624,0.0009895,1,
Prototype,data,12.4432037,0.0009895,1,
Prototype,data,12.444245,0.0009895,5,
Prototype,data,12.4452863,0.0009895,"
",
Prototype,data,12.4463276,0.0009895,1,
Prototype,data,12.4473689,0.0009895,1,
Prototype,data,12.4484103,0.0009895,1,
Prototype,data,12.4494516,0.0009895,",",
Prototype,data,12.4504929,0.0009895,1,
Prototype,data,12.4515342,0.0009895,1,
Prototype,data,12.4525755,0.0009895,5,
Prototype,data,12.4536168,0.0009895,"
",
Prototype,data,12.4546582,0.0009895,1,
Prototype,data,12.4556995,0.0009895,1,
Prototype,data,12.4567408,0.0009895,2,
Prototype,data,12.4577821,0.0009895,",",
Prototype,data,12.4588234,0.0009895,1,
Prototype,data,12.4598647,0.0009895,1,
Capnostat,data,12.4605261,0.0009895,3,
Prototype,data,12.4609061,0.0009895,3,
Capnostat,data,12.4616718,0.0009895,0,
Prototype,data,12.4619474,0.0009895,"
",
Prototype,data,12.4629887,0.0009895,1,
Prototype,data,12.46403,0.0009895,1,
Prototype,data,12.4650713,0.0009895,0,
Prototype,data,12.4661126,0.0009895,",",
Prototype,data,12.467154,0.0009895,1,
Prototype,data,12.4681953,0.0009895,1,
Prototype,data,12.4692366,0.0009895,3,
Prototype,data,12.4702779,0.0009895,"
",
Prototype,data,12.4713192,0.0009895,1,
Prototype,data,12.4723605,0.0009895,1,
Prototype,data,12.4734019,0.0009895,2,
Prototype,data,12.4744432,0.0009895,",",
Prototype,data,12.4754845,0.0009895,1,
Prototype,data,12.4765258,0.0009895,1,
Prototype,data,12.4775671,0.0009895,4,
Prototype,data,12.4786084,0.0009895,"
",
Prototype,data,12.4796498,0.0009895,1,
Prototype,data,12.4806911,0.0009895,0,
Prototype,data,12.4817324,0.0009895,9,
Prototype,data,12.4827737,0.0009895,",",
Capnostat,data,12.4835773,0.0009895,3,
Prototype,data,12.483815,0.0009895,1,
Capnostat,data,12.484723,0.0009895,0,
Prototype,data,12.4848563,0.0009895,1,
Prototype,data,12.4858976,0.0009895,2,
Prototype,data,12.486939,0.0009895,"
",
Prototype,data,12.4879803,0.0009895,1,
Prototype,data,12.4890216,0.0009895,1,
Prototype,data,12.4900629,0.0009895,2,
Prototype,data,12.4911042,0.0009895,",",
Prototype,data,12.4921455,0.0009895,1,
Prototype,data,12.4931868,0.0009895,1,
Prototype,data,12.4942282,0.0009895,5,
Prototype,data,12.4952695,0.0009895,"
",
Prototype,data,12.4963108,0.0009895,1,
Prototype,data,12.4973521,0.0009895,1,
Prototype,data,12.4983934,0.0009895,0,
Prototype,data,12.4994347,0.0009895,",",
Prototype,data,12.500476,0.0009895,1,
Prototype,data,12.5015174,0.0009895,1,
Prototype,data,12.5025587,0.0009895,4,
Prototype,data,12.5036,0.0009895,"
",
Prototype,data,12.5046413,0.0009895,1,
Prototype,data,12.5056826,0.0009895,1,
Capnostat,data,12.5064136,0.0009895,3,
Prototype,data,12.5067239,0.0009895,2,
Capnostat,data,12.5075593,0.0009895,0,
Prototype,data,12.5077652,0.0009895,",",
Prototype,data,12.5088066,0.0009895,1,
Prototype,data,12.5098479,0.0009895,1,
Prototype,data,12.5108892,0.0009895,5,
Prototype,data,12.5119305,0.0009895,"
",
Prototype,data,12.5129718,0.0009895,1,
Prototype,data,12.5140131,0.0009895,1,
Prototype,data,12.5150544,0.0009895,1,
Prototype,data,12.5160958,0.0009895,",",
Prototype,data,12.5171371,0.0009895,1,
Prototype,data,12.5181784,0.0009895,1,
Prototype,data,12.5192197,0.0009895,4,
Prototype,data,12.520261,0.0009895,"
",
Prototype,data,12.5213023,0.0009895,1,
Prototype,data,12.5223436,0.0009895,1,
Prototype,data,12.523385,0.0009895,3,
Prototype,data,12.5244263,0.0009895,",",
Prototype,data,12.5254676,0.0009895,1,
Prototype,data,12.5265089,0.0009895,1,
Prototype,data,12.5275502,0.0009895,5,
Prototype,data,12.5285915,0.0009895,"
",
Capnostat,data,12.5293606,0.0009895,3,
Prototype,data,12.5296328,0.0009895,1,
Capnostat,data,12.5305063,0.0009895,0,
Prototype,data,12.5306742,0.0009895,1,
Prototype,data,12.5317155,0.0009895,1,
Prototype,data,12.5327568,0.0009895,",",
Prototype,data,12.5337981,0.0009895,1,
Prototype,data,12.5348394,0.0009895,1,
Prototype,data,12.5358807,0.0009895,4,
Prototype,data,12.5369221,0.0009895,"
",
Prototype,data,12.5379634,0.0009895,1,
Prototype,data,12.5390047,0.0009895,1,
Prototype,data,12.540046,0.0009895,2,
Capnostat,data,12.5409155,0.0009895,3,
Prototype,data,12.5410873,0.0009895,",",
Capnostat,data,12.5420612,0.0009895,0,
Prototype,data,12.5421286,0.0009895,1,
Prototype,data,12.5431699,0.0009895,1,
Prototype,data,12.5442112,0.0009895,3,
Prototype,data,12.5452526,0.0009895,"
",
Prototype,data,12.5462939,0.0009895,1,
Prototype,data,12.5473352,0.0009895,1,
Prototype,data,12.5483765,0.0009895,0,
Prototype,data,12.5494178,0.0009895,",",
Prototype,data,12.5504591,0.0009895,1,
Prototype,data,12.5515005,0.0009895,1,
Prototype,data,12.5525418,0.0009895,3,
Prototype,data,12.5535831,0.0009895,"
",
Prototype,data,12.5546244,0.0009895,1,
Prototype,data,12.5556657,0.0009895,1,
Prototype,data,12.556707,0.0009895,2,
Prototype,data,12.5577483,0.0009895,",",
Prototype,data,12.5587896,0.0009895,1,
Prototype,data,12.559831,0.0009895,1,
Prototype,data,12.5608723,0.0009895,3,
Prototype,data,12.5619136,0.0009895,"
",
Prototype,data,12.5629549,0.0009895,1,
Capnostat,data,12.5637779,0.0009895,3,
Prototype,data,12.5639962,0.0009895,0,
Capnostat,data,12.5649236,0.0009895,0,
Prototype,data,12.5650375,0.0009895,9,
Prototype,data,12.5660789,0.0009895,",",
Prototype,data,12.5671202,0.0009895,1,
Prototype,data,12.5681615,0.0009895,1,
Prototype,data,12.5692028,0.0009895,2,
Prototype,data,12.5702441,0.0009895,"
",
Prototype,data,12.5712854,0.0009895,1,
Prototype,data,12.5723267,0.0009895,1,
Prototype,data,12.5733681,0.0009895,1,
Prototype,data,12.5744094,0.0009895,",",
Prototype,data,12.5754507,0.0009895,1,
Prototype,data,12.576492,0.0009895,1,
Prototype,data,12.5775333,0.0009895,3,
Prototype,data,12.5785746,0.0009895,"
",
Prototype,data,12.5796159,0.0009895,1,
Prototype,data,12.5806573,0.0009895,0,
Prototype,data,12.5816986,0.0009895,9,
Prototype,data,12.5827399,0.0009895,",",
Prototype,data,12.5837812,0.0009895,1,
Prototype,data,12.5848225,0.0009895,1,
Prototype,data,12.5858638,0.0009895,2,
Capnostat,data,12.5868746,0.0009895,3,
Prototype,data,12.5869051,0.0009895,"
",
Prototype,data,12.5879465,0.0009895,1,
Capnostat,data,12.5880203,0.0009895,0,
Prototype,data,12.5889878,0.0009895,1,
Prototype,data,12.5900291,0.0009895,2,
Prototype,data,12.5910704,0.0009895,",",
Prototype,data,12.5921117,0.0009895,1,
Prototype,data,12.593153,0.0009895,1,
Prototype,data,12.5941943,0.0009895,4,
Prototype,data,12.5952357,0.0009895,"
",
Prototype,data,12.596277,0.0009895,1,
Prototype,data,12.5973183,0.0009895,0,
Prototype,data,12.5983596,0.0009895,9,
Prototype,data,12.5994009,0.0009895,",",
Prototype,data,12.6004422,0.0009895,1,
Prototype,data,12.6014835,0.0009895,1,
Prototype,data,12.6025249,0.0009895,2,
Prototype,data,12.6035662,0.0009895,"
",
Prototype,data,12.6046075,0.0009895,1,
Prototype,data,12.6056488,0.0009895,1,
Prototype,data,12.6066901,0.0009895,1,
Prototype,data,12.6077314,0.0009895,",",
Prototype,data,12.6087727,0.0009895,1,
Capnostat,data,12.6096654,0.0009895,3,
Prototype,data,12.6098141,0.0009895,1,
Capnostat,data,12.6108111,0.0009895,0,
Prototype,data,12.6108554,0.0009895,3,
Prototype,data,12.6118967,0.0009895,"
",
Prototype,data,12.612938,0.0009895,1,
Prototype,data,12.6139793,0.0009895,0,
Prototype,data,12.6150206,0.0009895,9,
Prototype,data,12.6160619,0.0009895,",",
Prototype,data,12.6171033,0.0009895,1,
Prototype,data,12.6181446,0.0009895,1,
Prototype,data,12.6191859,0.0009895,3,
Prototype,data,12.6202272,0.0009895,"
",
Prototype,data,12.6212685,0.0009895,1,
Prototype,data,12.6223098,0.0009895,1,
Prototype,data,12.6233511,0.0009895,2,
Prototype,data,12.6243925,0.0009895,",",
Prototype,data,12.6254338,0.0009895,1,
Prototype,data,12.6264751,0.0009895,1,
Prototype,data,12.6275164,0.0009895,4,
Prototype,data,12.6285577,0.0009895,"
",
Prototype,data,12.629599,0.0009895,1,
Prototype,data,12.6306403,0.0009895,0,
Prototype,data,12.6316817,0.0009895,9,
Capnostat,data,12.6326124,0.0009895,3,
Prototype,data,12.632723,0.0009895,",",
Capnostat,data,12.6337581,0.0009895,0,
Prototype,data,12.6337643,0.0009895,1,
Prototype,data,12.6348056,0.0009895,1,
Prototype,data,12.6358469,0.0009895,3,
Prototype,data,12.6368882,0.0009895,"
",
Prototype,data,12.6379295,0.0009895,1,
Prototype,data,12.6389709,0.0009895,1,
Prototype,data,12.6400122,0.0009895,1,
Prototype,data,12.6410535,0.0009895,",",
Prototype,data,12.6420948,0.0009895,1,
Prototype,data,12.6431361,0.0009895,1,
Prototype,data,12.6441774,0.0009895,3,
Prototype,data,12.6452187,0.0009895,"
",
Prototype,data,12.6462601,0.0009895,1,
Prototype,data,12.6473014,0.0009895,0,
Prototype,data,12.6483427,0.0009895,9,
Prototype,data,12.649384,0.0009895,",",
Prototype,data,12.6504253,0.0009895,1,
Prototype,data,12.6514666,0.0009895,1,
Prototype,data,12.6525079,0.0009895,3,
Prototype,data,12.6535493,0.0009895,"
",
Prototype,data,12.6545906,0.0009895,1,
Capnostat,data,12.6555594,0.0009895,3,
Prototype,data,12.6556319,0.0009895,1,
Prototype,data,12.6566732,0.0009895,3,
Capnostat,data,12.6567051,0.0009895,0,
Prototype,data,12.6577145,0.0009895,",",
Prototype,data,12.6587558,0.0009895,1,
Prototype,data,12.6597972,0.0009895,1,
Prototype,data,12.6608385,0.0009895,4,
Prototype,data,12.6618798,0.0009895,"
",
Prototype,data,12.6629211,0.0009895,1,
Prototype,data,12.6639624,0.0009895,1,
Prototype,data,12.6650037,0.0009895,0,
Prototype,data,12.666045,0.0009895,",",
Capnostat,data,12.6670296,0.0009895,3,
Prototype,data,12.6670864,0.0009895,1,
Prototype,data,12.6681277,0.0009895,1,
Capnostat,data,12.6681753,0.0009895,0,
Prototype,data,12.669169,0.0009895,3,
Prototype,data,12.6702103,0.0009895,"
",
Prototype,data,12.6712516,0.0009895,1,
Prototype,data,12.6722929,0.0009895,1,
Prototype,data,12.6733342,0.0009895,2,
Prototype,data,12.6743756,0.0009895,",",
Prototype,data,12.6754169,0.0009895,1,
Prototype,data,12.6764582,0.0009895,1,
Prototype,data,12.6774995,0.0009895,4,
Prototype,data,12.6785408,0.0009895,"
",
Prototype,data,12.6795821,0.0009895,1,
Prototype,data,12.6806234,0.0009895,1,
Prototype,data,12.6816648,0.0009895,0,
Prototype,data,12.6827061,0.0009895,",",
Prototype,data,12.6837474,0.0009895,1,
Prototype,data,12.6847887,0.0009895,1,
Prototype,data,12.68583,0.0009895,3,
Prototype,data,12.6868713,0.0009895,"
",
Prototype,data,12.6879126,0.0009895,1,
Prototype,data,12.688954,0.0009895,1,
Capnostat,data,12.6899831,0.0009895,3,
Prototype,data,12.6899953,0.0009895,2,
Prototype,data,12.6910366,0.0009895,",",
Capnostat,data,12.6911289,0.0009895,0,
Prototype,data,12.6920779,0.0009895,1,
Prototype,data,12.6931192,0.0009895,1,
Prototype,data,12.6941605,0.0009895,3,
Prototype,data,12.6952018,0.0009895,"
",
Prototype,data,12.6962432,0.0009895,1,
Prototype,data,12.6972845,0.0009895,1,
Prototype,data,12.6983258,0.0009895,0,
Prototype,data,12.6993671,0.0009895,",",
Prototype,data,12.7004084,0.0009895,1,
Prototype,data,12.7014497,0.0009895,1,
Prototype,data,12.702491,0.0009895,3,
Prototype,data,12.7035324,0.0009895,"
",
Prototype,data,12.7045737,0.0009895,1,
Prototype,data,12.705615,0.0009895,1,
Prototype,data,12.7066563,0.0009895,2,
Prototype,data,12.7076976,0.0009895,",",
Prototype,data,12.7087389,0.0009895,1,
Prototype,data,12.7097802,0.0009895,1,
Prototype,data,12.7108216,0.0009895,4,
Prototype,data,12.7118629,0.0009895,"
",
Prototype,data,12.7129042,0.0009895,1,
Capnostat,data,12.7130473,0.0009895,3,
Prototype,data,12.7139455,0.0009895,1,
Capnostat,data,12.714193,0.0009895,0,
Prototype,data,12.7149868,0.0009895,0,
Prototype,data,12.7160281,0.0009895,",",
Prototype,data,12.7170694,0.0009895,1,
Prototype,data,12.7181108,0.0009895,1,
Prototype,data,12.7191521,0.0009895,3,
Prototype,data,12.7201934,0.0009895,"
",
Prototype,data,12.7212347,0.0009895,1,
Prototype,data,12.722276,0.0009895,1,
Prototype,data,12.7233173,0.0009895,2,
Prototype,data,12.7243586,0.0009895,",",
Prototype,data,12.7254,0.0009895,1,
Prototype,data,12.7264413,0.0009895,1,
Prototype,data,12.7274826,0.0009895,2,
Prototype,data,12.7285239,0.0009895,"
",
Prototype,data,12.7295652,0.0009895,1,
Prototype,data,12.7306065,0.0009895,0,
Prototype,data,12.7316478,0.0009895,9,
Prototype,data,12.7326892,0.0009895,",",
Prototype,data,12.7337305,0.0009895,1,
Prototype,data,12.7347718,0.0009895,1,
Prototype,data,12.7358131,0.0009895,2,
Capnostat,data,12.7358706,0.0009895,3,
Prototype,data,12.7368544,0.0009895,"
",
Capnostat,data,12.7370164,0.0009895,0,
Prototype,data,12.7378957,0.0009895,1,
Prototype,data,12.7389371,0.0009895,1,
Prototype,data,12.7399784,0.0009895,1,
Prototype,data,12.7410197,0.0009895,",",
Prototype,data,12.742061,0.0009895,1,
Prototype,data,12.7431023,0.0009895,1,
Prototype,data,12.7441436,0.0009895,2,
Prototype,data,12.745185,0.0009895,"
",
Prototype,data,12.7462263,0.0009895,1,
Prototype,data,12.7472676,0.0009895,0,
Prototype,data,12.7483089,0.0009895,9,
Prototype,data,12.7493502,0.0009895,",",
